,0,1,2,3,4,5,6,7
5424,NOL3,KCNMB1,ACAD11,TNK2-AS1,DGKE,RP11-353N4.4,C19orf68,OSGEPL1-AS1
5425,SLC35F6,METRN,RP11-65I12.1,KNTC1,TAB3,TIGD6,DNAJC24,LCMT2
5426,YOD1,AL353354.2,RP11-514O12.4,MAD2L1BP,CENPK,HK3,CTB-55O6.12,USP49
5427,DKC1,EBF1,RP5-1112D6.4,PLCH2,GPR174,KPTN,CSAD,GNAI1
5428,PISD,CIAPIN1,BLOC1S1,RP11-666A1.5,ZNF138,NCEH1,CES2,MAGEE1
5429,CTD-2302E22.4,LINC00672,ZNF502,PDZD7,B4GALT1,CLN6,MFSD12,ZNF654
5430,WDR3,AP006222.2,PPID,AC084018.1,ROPN1L,METTL21B,AC009133.14,ACY1
5431,DVL3,LINC01063,TMSB15B,FAM173B,CPEB4,PLEKHM2,CTD-2037K23.2,RP11-787I22.3
5432,RP11-142C4.6,TMTC3,USP3,NAP1L3,ARMC5,BCO2,NAP1L5,TOX2
5433,PHLPP2,MBOAT2,WDR53,P2RY2,RP5-1085F17.3,NRG1,EIF4G3,ASPM
5434,LOXL1-AS1,MIR146A,ZNF362,PQLC1,TRIM24,FAM45A,TNIP2,TEPP
5435,DGAT1,RBAK,ZNF804A,PPRC1,FADD,ADAM22,RAP2A,KIF2C
5436,FAXDC2,SCRG1,JTB,CTC-366B18.2,AFG3L2,SLC7A5,MIAT,TAF5
5437,CSTA,SCML4,DGKG,HARBI1,C4orf46,RP11-147L13.2,DNAJB14,SEC14L2
5438,UXS1,ATP6V1E2,GZF1,CTB-43P18.1,CTD-3131K8.2,TRAPPC2,PASK,RP11-452L6.1
5439,RUFY2,AC016757.3,SMARCC2,LA16c-358B7.3,PHB2,ZNF234,GRAP,GFRA2
5440,KIF9,CLTCL1,UBR3,RP11-706O15.1,GSPT2,UBE2K,FNIP2,ADAT3
5441,BBS12,SYDE2,BMF,TMEM65,RP11-52J3.3,TNKS2-AS1,DDB1,RFESD
5442,RP11-730K11.1,ZNF79,C14orf132,FAN1,RP11-554J4.1,C3orf14,MAP2K7,RGS16
5443,CHMP1A,RP11-544A12.4,PET100,ANK3,CTA-384D8.34,ARHGEF37,SLC25A35,C8orf88
5444,STIM2,RAD51,TMEM39B,FOPNL,ZFP90,ZNF787,SRI,LAMP3
5445,BAG4,HSPB9,ZNF879,FBXL14,FCRLA,RP11-271K21.11,LTBP3,RP11-326C3.15
5446,DST,ZBED3,MIR146A,JMY,CA5B,RP11-80H8.4,NDUFA12,CARM1
5447,CENPP,DNAJC27-AS1,DRAXIN,ELOVL1,ELP4,CENPA,GMIP,ZNF461
5448,CETP,CPLX1,CELSR2,STON1,GCSH,GPR65,TGDS,GPR150
5449,RNF43,USP30-AS1,VNN1,TRMT13,ARHGEF39,MCM9,FMNL3,ZNF808
5450,CTB-113P19.5,SLC35D2,TBPL1,NOB1,NDRG1,RP11-499P20.2,RMI2,PARPBP
5451,CORO6,PBX1,CCDC154,CTC-241F20.3,DTD2,LINC00944,TRIM5,ALS2
5452,MAN2A1,RP11-342I1.2,LHFPL2,RP13-516M14.4,RBM41,CLASP1,MCM5,ARMCX2
5453,E2F2,MMS19,UACA,GTF2H2C,PPP1R3B,CUTC,HLTF,FKBP1B
5454,NAPA-AS1,TRIM46,LGALS12,L3MBTL4,MYCBPAP,C2orf76,APTX,FANCE
5455,TOX2,REPIN1,ILF2,LINC00894,CNIH3,AGBL2,C2orf43,NEO1
5456,B3GNT5,IL24,SSBP3,OSBPL7,FAM135A,FAM105A,LPCAT2,TAPT1-AS1
5457,CTSF,RP11-452H21.4,MMS22L,ZBTB7B,HOXA-AS2,RP11-796G6.2,RP11-490O6.2,RP11-46C24.7
5458,THUMPD2,RP11-624C23.1,PPP1CC,IARS,ZNF674-AS1,HSCB,SLC10A3,GS1-124K5.4
5459,RILPL1,NIPA2,SNRNP27,NR4A3,CCDC57,IQCB1,FGGY,MCM3AP-AS1
5460,GCNT4,C11orf24,SLC15A3,ACTL10,OAZ3,ANGEL1,MYH9,FAM72A
5461,MTUS1,WDFY2,AC093323.3,RP11-805J14.5,PIK3C2B,TMEM87B,GNB1L,IKBKG
5462,RAB38,ILF3-AS1,NCKAP1,MMP25,KIAA1407,FAM206A,SPATA6,RP3-428L16.2
5463,GNL3L,AC093642.3,RP11-640M9.1,RP11-731C17.2,APPBP2,PHB2,TRAPPC12,FANCB
5464,NABP1,PTPRK,FSCN3,FBXO46,CDC6,CHTF18,CDC6,FAM135A
5465,BRSK1,MPP6,KAT6A,FAM66C,PHF20,LEPROT,MARC1,PRELID2
5466,PMEPA1,HSF4,FOXN3-AS1,FANCE,KRBA1,ZZZ3,FOXM1,SGCA
5467,DHRS7B,RPH3A,CTD-2538C1.2,GOLGA5,AGGF1,CTB-55O6.4,TUBB1,C14orf182
5468,HMGB3,TOP1MT,SPRED1,MAP4K4,CD81,HNRNPU-AS1,RP3-477O4.14,TPRG1-AS1
5469,RP11-81H14.2,ARVCF,ZNF106,CHKB-AS1,ZNF235,CAPZB,NEK2,KLRC4
5470,FAM167B,PTCH1,F2R,ME3,RAD18,DSEL,KIF18A,SOCS6
5471,CLDND2,RP4-635E18.8,RP11-452H21.4,AGAP3,FOXM1,C10orf105,RP3-466P17.1,AC074183.4
5472,ZNF669,CTB-133G6.1,ZNF333,SNX12,SP1,SRRD,IFFO1,RP11-535A5.1
5473,RDH11,CD248,ZKSCAN7,IFT46,UCHL1,RP11-758P17.3,SHCBP1,KHDC1
5474,ARL5B-AS1,BRAP,NBPF12,ARHGAP17,PLXNA3,ANKRD13D,RP5-1142A6.2,DLEU7
5475,CCDC126,C5,RP11-154H23.3,DPCD,EAF2,FIG4,FRMPD3,CTPS2
5476,AC103563.8,SNX15,LMBRD2,AC142528.1,MCM10,ARRDC5,PSMA8,ICK
5477,PPP2CB,NBPF3,ATP6V1C2,CLINT1,KIF18A,ADHFE1,NIPAL1,GPR20
5478,DYRK1A,ATXN1L,UNKL,CDK14,ESCO2,ALG9,RAB15,ZNF45
5479,MMP28,ZNF558,TMEM107,RP11-367J11.3,RP3-466P17.1,ZFC3H1,ZNF280B,C10orf91
5480,ANKRD6,GUCA1B,PTBP2,MT3,ZNF625,DCAF4,RP11-138P22.1,TRAPPC12-AS1
5481,ANAPC4,FAM169A,NBPF15,TLDC1,RP4-583P15.15,VDAC2,KIF9-AS1,RGMB
5482,BMP2K,DCBLD2,PDIK1L,MIR4453,CTC-550B14.7,GPA33,C4BPB,LARS2
5483,C20orf196,RP11-395B7.4,PRELID2,ZCCHC9,RP5-1142A6.2,CBX3,ZACN,SPATA41
5484,ZNF205-AS1,RP11-504P24.6,SLC3A1,C22orf43,WBP2NL,ZNF69,RP11-531A24.5,ETV2
5485,DUSP4,ZFP28,CETN2,PBK,DNAJC9-AS1,CTA-217C2.1,UBXN10,ANKRD55
5486,ZDHHC17,CTB-96E2.7,SYAP1,AKT3,ADIRF,RTN3,ADIRF,CRB3
5487,RP11-571M6.7,DLEU7,CTB-61M7.2,CRAT,RP11-531A24.5,ARHGEF19,RP4-548D19.3,TPX2
5488,PAXIP1-AS2,RGL1,DZANK1,NFKBIE,KIF9-AS1,TRPM4,RP11-707M3.3,ZBED6CL
5489,ATL3,RP3-508I15.22,SRCRB4D,CELA1,RP11-138P22.1,ATP5A1,PANK1,C5orf66
5490,ADAM9,PPP1R3B,AGAP4,SERINC2,RP4-798A10.7,EBLN2,LOXL2,LIN54
5491,SLIRP,POLR3B,PLGLB1,GSKIP,FBXO48,ANKRD13A,RP11-661A12.12,MSTO1
5492,COPG2,CELF2-AS1,CABP4,ALG9,RP4-548D19.3,ZNF287,KTN1-AS1,ANGPT2
5493,BATF3,RP13-131K19.2,ZNF570,FBXO36,C12orf75,RP11-727F15.9,CTC-550B14.7,C17orf67
5494,PLOD3,NUBPL,SLC39A13,C20orf196,CELSR3,SH3GL1,SRRM5,SLC29A2
5495,IL21R-AS1,AC144652.1,JRKL,UQCR10,RP3-486I3.7,PAFAH2,ZXDC,C5AR2
5496,AC007228.5,SEPN1,METRNL,FDXACB1,NIPAL1,SLC8B1,RP11-666A1.5,RP11-229P13.20
5497,VWA8,HIST1H4H,POLA1,DLEU2L,ZACN,PLGRKT,KLHL29,PPP1R12B
5498,HAS3,RPS25,LEO1,ZNF577,RP11-707M3.3,VSIG1,AL590822.2,MYB
5499,USP51,RP11-438L19.1,AC008443.1,KANSL1L,KTN1-AS1,NEK7,LINC00511,PIP5K1B
5500,KCNQ1OT1,CCDC126,CTD-2196E14.4,RP1-261D10.2,MADCAM1,BAG4,CTD-2555C10.3,RP11-309G3.3
5501,LINC00894,TENM1,GTSE1,SLC2A6,RWDD2A,MLH3,CDH20,HAR1A
5502,RP5-935K16.1,RP11-80H8.4,RP11-395A13.2,TAF5L,ATP8A2,SUGP2,SNORD3A,RP11-445H22.3
5503,AURKB,SHQ1,DLGAP1-AS2,ARMC7,PSMA8,RP11-359K18.3,CTD-2201I18.1,CDCA7
5504,TCEB3,SLC35F3,CRYBG3-1,RP11-342K6.1,PANK1,ARVCF,AC004381.6,KIR3DL1
5505,ABCB9,RANBP2,RP11-190C22.9,PWAR6,ZNF280B,LINC00511,UCHL1,FAM129B
5506,SLAMF1,PSENEN,CLDN15,ATPIF1,LOXL2,GTF2H2C,RNF222,TANC2
5507,NFE2L3,DNAJC28,ELP6,C1orf61,RP11-260M2.1,BARD1,RP11-347C12.1,FMO4
5508,CHMP2A,SLC9A7,AC009501.4,LYSMD2,USP54,TXNDC9,RP4-798A10.7,ZNF555
5509,PIGA,ITM2A,RP11-77H9.2,RP4-800J21.3,RP11-661A12.12,MFSD7,KRT8,NAT14
5510,TEX14,EIF4EBP3,HMGN3-AS1,IL6R,TMEM238,CCDC9,ZNF625,BRCA2
5511,PITPNM2,BTBD3,PIGV,AGAP1,RNF222,SPATA21,ARHGEF10,CDCA5
5512,EP400,MCM2,LYRM5,INTU,ATXN7L2,RP11-318C24.2,DCTN4,AC020571.3
5513,ADAL,ZSCAN22,ACO1,DMC1,AL590822.2,SFR1,TRIM31,INPP5E
5514,SRXN1,RP13-270P17.1,NAPB,EPHB2,RP11-513M16.7,RP11-572O17.1,NUPR1L,B3GAT2
5515,URB2,AP003068.9,TBC1D9B,PEX2,KRT8,RBBP8,ATP8A2,RP11-809O17.1
5516,SERPING1,DKFZP761J1410,CLSPN,PAK1,NEK2,ZNF568,WRAP73,NANP
5517,VARS2,RP11-223C24.1,AC093391.2,CTC-246B18.10,KIR3DL2,RBM26-AS1,CCDC3,ZNF23
5518,FUCA1,PIGM,RIF1,BRSK1,SCARF2,MORC2,PM20D1,CEP128
5519,SLC38A7,FITM1,KB-1460A1.5,TMSB4Y,ARHGEF10,YKT6,CTD-2227I18.1,HFE
5520,MIR497HG,RP1-151F17.1,PPP1R3B,POLL,ZNF208,DNAL4,CTC-459I6.1,RP11-498C9.3
5521,CYP2J2,CTD-2587H19.1,DDHD2,PRTFDC1,RP11-347C12.1,INSL3,KIAA1107,CAMKK1
5522,MAGIX,ZNF41,CCT3,AC093495.4,KLHL29,ZNF329,SLC16A10,DMWD
5523,EPHA4,SGPP2,SLC9A1,CTD-2035E11.4,NOTCH2,CTIF,TCEAL2,FRS3
5524,TFPT,PLGLB1,CYP4F22,RMI1,PTPRM,CTD-2012J19.3,RP11-540O11.6,UTP14C
5525,LAMTOR5-AS1,RP11-307C12.12,SF3B2,ZNF571-AS1,MAP3K14-AS1,ZFP28,ZNF208,GDPD1
5526,PTCD2,CCR4,NAPEPLD,MAP3K12,C4BPB,LATS2,CCDC25,CCNJ
5527,LYPD3,KIF27,RP11-159G9.5,ZNF320,CTB-47B11.3,CTC-534A2.2,TMEM136,PDZD4
5528,PAX8,WBP2NL,RNF219-AS1,SLC17A5,RP11-477N3.1,GPR75-ASB3,TMEM238,KIAA0825
5529,HKDC1,FAM109A,GS1-393G12.14,ITPRIPL1,RAB15,PTBP2,KLB,ELOVL4
5530,MYO5C,RBM26,ANGEL1,NUP85,SKA1,AC073115.7,NPAS2,ZNF484
5531,RP1-224A6.3,ZNF250,TAS2R30,PLB1,KLHDC9,UVSSA,RP3-380B8.4,C15orf38
5532,TULP2,BOLA3,SPESP1,RP11-385D13.3,ADAMTSL5,POLB,CTC-366B18.2,RP4-816N1.6
5533,PHLDB3,PRDM8,JSRP1,PPIL3,RBL1-1,RP11-403I13.8,PTPN23,CATSPERG
5534,RP11-66N11.8,C17orf72,PCSK4,GORASP2,RP11-110I1.14,CLEC4E,RP11-247A12.2,PPP4R1L
5535,RP11-135A24.4,MANEA-AS1,FUK,RP11-166O4.6,FBXL22,LINC00264,RP5-940J5.6,FANK1
5536,RPAP2,MMRN1,HCG25,RP5-821D11.7,TRIM54,MRPL15,FBXL22,IKZF2
5537,ZNF41,PPP1R3E,GLCE,HOMER2,C10orf105,TRRAP,ZNF286B,RP11-78A19.3
5538,POLE2,FBLN7,SGCA,EIF3J,AP001610.5,NCAPD3,CNKSR1,ADH5
5539,RAB27B,RND1,MARCKS,TFDP1,NUPR1L,ZFYVE19,AC007228.5,LRRCC1
5540,SLC1A4,U47924.30,CARD6,TIGD7,MYO1B,RP11-296O14.3,KCNH3,E2F5
5541,PYGL,BGLAP,RP11-513M16.7,RP11-388M20.6,RP13-131K19.7,PM20D1,RP6-206I17.2,NUF2
5542,EPB41L5,ARHGAP33,HIST1H2BH,C9orf72,RP11-540O11.6,AC069513.4,TTC30B,CTB-43P18.1
5543,ZNF365,RP11-157J24.2,ZDHHC20,SLC39A8,NLGN4Y,CRY1,RNF175,AC096772.6
5544,SLC19A1,ZNF547,PHGDH,C20orf197,KLB,SPECC1L,SKA3,ZNF569
5545,CSRP2,MLF1,SLC35E2,TMEM256-PLSCR3,RP11-498C9.2,BRF1,DPY19L2,RMI1
5546,STON1,RP11-863K10.7,ZNF620,PRRG2,RP11-666A1.5,CTC-297N7.8,MAMSTR,GS1-124K5.3
5547,DHRS11,RNASEH1-AS1,ZNF573,RIC3,RP3-477O4.16,ZNF738,SLC2A1-AS1,C9orf38
5548,ZNF154,ZNF564,ZNF248,KLRK1,BAG6,CYP51A1,PRR22,SMYD2
5549,CCDC120,C5orf27,SLC30A5,MARCH3,RP11-247A12.2,FAM104A,RNF157-AS1,LGALS9B
5550,DGAT2,DMC1,STK38,ZBTB24,RP6-206I17.2,DLEU1,RP11-46H11.3,HIC2
5551,FBXO5,DUSP4,RP11-299J3.8,RP4-798A10.2,CNKSR1,H2AFZ,CRB1,TMEM51
5552,AMZ1,ZNF624,KDM4A-AS1,CTD-2012K14.7,RP11-76E17.3,NR3C2,RP11-305K5.1,C9orf40
5553,ADAM15,RP1-92O14.3,CTD-2623N2.11,SPAG7,CDH20,COQ2,RP11-392P7.6,HESX1
5554,RP13-516M14.1,HMMR,C12orf61,CTC-273B12.10,RP11-46H11.3,XYLT2,RP11-46A10.5,CAB39L
5555,LRRC46,IFT122,GTPBP2,GS1-124K5.11,ZNF286B,KBTBD6,CTD-3064H18.1,TRIM32
5556,TMEM214,AC009950.2,GOLGB1,HSDL2,RP11-46A10.5,ZNF585B,PAPL,CEP72
5557,TANC2,RP11-25K19.1,MGAT5,MDM1,TRIM60,FBXL20,RP3-486I3.7,SLC6A16
5558,C18orf8,KLHL11,CANT1,UBE2D1,RP11-33O4.1,PUS1,RP11-388M20.6,ARHGAP32
5559,SEPP1,SYCP3,NT5DC2,ABI1,RP11-379K17.4,RP11-664D1.1,SUN3,LAPTM4B
5560,PRKAR2B,PRKAB2,FMNL3,PRKAR1A,CTC-459I6.1,AP000783.1,JDP2,PSMC3IP
5561,C1GALT1,RP11-805J14.5,THBS1,C4orf36,ARHGAP21,RNPEPL1,B3GNT9,FICD
5562,RP11-362K14.6,MIR4519,RP11-175O19.4,EPHA1,RP11-111J6.2,CBX7,AC009950.2,ANKRD16
5563,AC110771.1,SNRNP40,ZMYM6NB,TSPAN5,RP11-392P7.6,PHF13,RP4-583P15.15,C1orf233
5564,SPEG,PLCG2,ICK,CFL2,CTA-445C9.14,SPIN4,RP1-261D10.2,CDAN1
5565,NEDD4L,OCM,CTD-2545M3.2,DFFB,MCAM,AC009120.6,SLC10A1,DKFZP779L1853
5566,CRTC2,KLHDC10,ALDOC,SOBP,HKDC1,KMT2A,RP11-15A1.7,FAM161B
5567,FKBP7,FBXO6,PLOD3,LINC00893,OVGP1,ZNF383,TAS2R30,TRIM46
5568,FAM213B,ASPM,TBC1D10B,SLIRP,CTD-2532N20.1,TLE4,RP11-774O3.3,RPGRIP1L
5569,HAUS5,ZNF517,PAPOLG,MXRA7,SNORD3A,RNGTT,RP3-477O4.16,ITGAV
5570,URB1,MICU3,SPAG5,TRPM2,TLR9,WDR33,PRDM11,URB2
5571,EIF4EBP3,DGUOK-AS1,CTD-2619J13.14,SLC26A1,RP11-314O13.1,LINC00494,AKR1CL1,GOLIM4
5572,AC009961.3,CPVL,NVL,ADSSL1,ARHGAP42,PODXL2,TMPRSS3,ZNF320
5573,ZBTB24,ZMYM1,PPFIBP2,SLC3A1,TRIM31,SNX24,ZNHIT2,ZNF417
5574,RP13-131K19.2,LINC00092,PSMD6-AS2,C1R,SLC10A1,DNAJC18,ZNF724P,USP45
5575,ZNFX1,ZNF75D,ACP6,AAR2,SLC16A10,FAM120AOS,SCARF2,SLC25A23
5576,AC024940.1,PYGM,IRF2BPL,UBXN10,Y_RNA,USP46,SYCP2,RP11-69E11.4
5577,HOXB3,IKBKG,PRTFDC1,HECTD4,AC007228.5,UBLCP1,TCAP,DNAL1
5578,WDR12,ADD2,RASSF1,FAM200A,COL17A1,IP6K1,GNA12,HYAL3
5579,DARS2,AE000662.92,SNX25,ZNF652,CTD-2227I18.1,NUP54,CTD-2532N20.1,GATM
5580,TMEM88,MST1,AC116614.1,RSBN1L-AS1,COLCA2,RPIA,SUGCT,RWDD3
5581,THBS3,SHCBP1,CDC6,ZNF263,SUGCT,RP4-798A10.4,SLC23A3,CARD6
5582,HLCS,BHLHE40-AS1,CENPU,CD19,MUC20,ST3GAL4,BOK,ZNF582-AS1
5583,CDC42BPB,RP11-271K21.11,FLJ45079,AC079767.4,RNF175,DEPDC1B,EXOSC2,KCTD15
5584,DTWD2,PSIP1,POLN,LIPC,RNF157-AS1,LYPLAL1,RIMS3,TMEM150B
5585,KIF11,GALE,CDK10,TMEM170B,PARPBP,ZSCAN5A,RBM12B-AS1,FAM114A1
5586,TMEM131,SLC16A1-AS1,RP11-391M1.4,IQCB1,AC068580.6,PTOV1-AS1,HKDC1,LIN9
5587,CELSR1,LINC00880,FHIT,TMEM194B,ANKRD50,XPA,RP11-260M2.1,USP13
5588,MTFR2,MTHFD1L,SHCBP1,STPG1,PAPL,FAM65A,BHLHE40-AS1,LINC01024
5589,AC144652.1,CTD-2023M8.1,SLC20A2,CEP128,FSTL3,AP4B1,UNC45B,HMGN3-AS1
5590,COG1,COLQ,FOXM1,MFNG,RP11-178L8.7,ANGPT2,RP1-234P15.4,RP11-867G23.8
5591,SRGAP3,NIPSNAP3B,AC108488.4,CTD-2666L21.1,RP11-46J23.1,AC008443.1,C9orf24,CTD-2192J16.22
5592,C5,TBC1D24,RP11-390B4.5,RP11-319G6.1,CTC-366B18.2,TMEM184C,ZBTB8A,ANKDD1A
5593,CDC7,LAMA5,CDK13,RRAGD,B3GNT9,IL10RB-AS1,USP54,FXR2
5594,NEDD4,AC092295.7,ALDH5A1,WNT11,C14orf132,ZNF253,MXRA8,THBS3
5595,ENKUR,METTL8,SKA3,C10orf111,CTC-209H22.3,TESK1,CTD-2666L21.1,NHLRC1
5596,LATS2,DKK3,RP4-684O24.5,CALCRL,RP11-336K24.12,DIP2B,MLLT4,RP11-680A11.5
5597,SASS6,GAS2,FLCN,RBM18,RP11-265P11.2,CLIC4,GAS2,STX1A
5598,SCARB1,CTD-2651B20.3,NEK2,RP3-477O4.16,QRICH2,GMPPB,AC110771.1,KIF9
5599,SMEK1,ZNF501,PANK3,TARSL2,COL6A1,ARL6,RP11-111J6.2,CACNB1
5600,FAM69A,FAM161A,PPIL4,RP11-182L21.6,RP11-290D2.3,NUDT6,PHYHD1,ADCY3
5601,GINS3,RP11-873E20.1,SAPCD2,SLCO4A1,TCEAL2,ULK3,SUMO4,SLC22A18AS
5602,TMEM262,CCDC176,ENPP4,CDNF,PARK2,LRRN3,AC013449.1,CCDC136
5603,ABI2,ACACB,ADAM9,CCDC104,RP11-571M6.7,RP11-787I22.3,FGF9,EMC4
5604,RP11-894P9.1,CLIC5,CEP112,ZNF213,SLC10A7,CEP55,AC012074.2,CSF1
5605,ZNF785,EML6,Y_RNA,NT5DC3,SEMA5A,GPR126,AC123768.4,SNAI1
5606,PRR22,RP11-35G9.3,CECR6,PRIM2,TSNARE1,FLJ45079,RP11-429E11.3,RP13-516M14.1
5607,RP11-58B17.2,GRB10,RP11-96K19.5,RABL3,SYCP2,RP11-469M7.1,CACNA1C,MYH3
5608,KLHL11,AC011747.4,AL354822.1,INO80C,YY2,CTD-2587H19.1,COL6A1,SGOL1
5609,HGD,RAB11FIP5,PCNXL2,RP11-680A11.5,RP4-813F11.4,SMEK2,HCG25,RP11-67L2.2
5610,FOXD2,ZNF70,SPIRE2,RP1-92O14.3,AC123768.4,HIATL2,RP1-257A7.5,RP11-434C1.1
5611,KRT2,TMX2,CTA-407F11.8,RHPN1,RP11-317N8.5,CDKN3,FOXD2,LRFN3
5612,CDK11A,HARS,EIF2B1,LINC00422,POU6F1,SYCE1,RP11-137H2.4,RLN1
5613,RP11-290D2.3,SGOL1,NKAPL,SLC25A40,ABLIM2,KIAA1279,SLC6A4,STARD8
5614,HMGN3-AS1,TAPT1-AS1,RABEP1,PACSIN1,RP5-1157M23.2,RP11-25K19.1,GPR63,ZC3H10
5615,SNAP23,RP11-483I13.5,CTD-2651B20.3,CLDND2,DAB1,RWDD4,RBFOX2,RP11-221J22.2
5616,SNPH,RP11-367J11.3,CCDC26,PTPN13,CA6,PKN3,RP4-784A16.5,PCOLCE
5617,MYO1C,RNF157,SLC17A5,PEX11A,RP1-234P15.4,BRIX1,RP11-89F3.2,FAM102B
5618,NEURL4,AMY2B,SS18L1,TP53INP2,TAS2R30,ANKS1A,TRIM59,PAX8
5619,SNRPD1,SH2D1B,RP11-72M17.1,CEP55,MX1,RP11-85A1.3,RP11-314N13.3,CRIPAK
5620,HAUS6,TRAF3IP1,RP11-312B8.1,GP6,ZNF805,AGPAT5,ZNF223-1,ANKRD22
5621,CTC-378H22.1,CTD-2201I18.1,ACAA2,RP3-402G11.25,TMEM136,COQ3,GPR157,ANKRD35
5622,AGAP2,AC004447.2,RP11-356C4.3,PPP1R12C,AC004158.2,IRAK3,C7orf25,FBXO5
5623,SMG5,TCAP,CTC-550B14.7,TMEM254,CTD-2350C19.2,FAM98C,RP4-813F11.4,RAB1A
5624,CEP19,CLEC4C,RP11-362K14.6,RBM15,FAM178B,PGRMC1,CTD-2651B20.3,SPRY1
5625,MTFR1,RP11-299J3.8,FITM2,ZMYM6NB,AP001412.1,ABCG2,ADD2,AMDHD1
5626,CACNA1C,KIAA0101,XRN2,UFSP1,RP11-56B16.4,DDX60L,SPIRE1,EXOC6B
5627,CCDC88A,GPR157,RP11-159D12.2,CDC20,CCDC3,ENDOG,AC026202.1,IL23R
5628,MTERF,ZNF771,SQRDL,C1orf122,ZNF709,ATP6V1H,PIWIL1,SLC16A5
5629,C14orf80,SLC2A5,PADI2,SERAC1,COL4A4,ZNF785,ZNF57,GPHN
5630,TCOF1,RP11-6F2.5,ARSE,CTD-2410N18.3,MXRA8,CD55,AC004158.2,MASTL
5631,LINC00106,SEC24B-AS1,MYO10,VSIG1,GCNT4,FAM169A,FAM83G,RP1-187B23.1
5632,YTHDC2,FLJ20306,SPR,AP001062.7,AC016683.5,SNORD3D,PLCH2,RP11-152N13.5
5633,RP11-178C3.2,MIEF2,CXorf21,TOMM34,ZNF396,RP11-553L6.2,MADCAM1,LYSMD4
5634,GPR27,AP001046.6,RP11-552D4.1,VARS,SLC23A3,TTL,RP11-60I3.5,FZD3
5635,ZC3H4,MYB,CTA-14H9.5,SGPP1,MLLT4,CARM1,Y_RNA,SLC12A2
5636,SACM1L,RP11-215G15.5,GCFC2,RQCD1,FRMPD3,TSNARE1,USP12-AS2,RP11-499P20.2
5637,DPH1,TMEM81,S1PR1,RP11-290F20.3,CYP2J2,ESCO1,KRT73,L2HGDH
5638,AC096772.6,SNX25,SLC4A4,RNF111,TEX12,AC004381.6,KRT86,CLDN7
5639,RP11-1079K10.4,RP11-81H14.2,CTA-293F17.1,ZMAT3,RP11-600F24.7,AC011747.4,CDON,RP11-326C3.12
5640,KANK1,DEPDC5,PBK,NOD1,CLCN4,ZNF514,KLHL32,DTX1
5641,KCNAB3,LARS2,FAM127C,HEMK1,EPPK1,DENND1A,ZNF205-AS1,ATP7A
5642,RP11-802E16.3,MEGF6,KRT86,IKZF4,BEND4,AL133245.2,PTPRM,RFX2
5643,CTD-2545M3.2,GTF3C3,DDX50,SUSD1,RP11-15A1.7,C19orf55,NLGN4Y,AC004854.4
5644,LINS,HIST1H1E,UBXN10,AC092667.2,HIST2H2BF,RP11-4F5.2,MAP3K14-AS1,SUFU
5645,EMR3,ZNF45,GOLPH3L,NCDN,ZNF623,MARK4,CLUH,RP11-372K14.2
5646,EFNA3,CDC14B,SHPK-1,ZNF318,DPY19L2,SETD1A,SPEG,SARDH
5647,HPD,IFITM10,ZNF621,ACAP3,CELSR2,ASB7,CACYBP,SACS
5648,DCLRE1A,RP1-224A6.3,SMPD2,PHTF2,KHDRBS2,LEPRE1,C1R,PTGR2
5649,MCAM,ZNF724P,MTHFSD,C1orf35,SEZ6,FBF1,ANKRD31,AMN
5650,ZNF836,SLC12A5,RP11-178L8.7,MAGI3,SRRM5,GALNT1,CMTM4,SS18L1
5651,TRIM3,SRGAP3,MBNL2,TRAK2,RAB40C,RAB11FIP3,FAM47E,SSBP2
5652,SLC37A4,MAP3K12,EHHADH,CHGB,RP4-784A16.5,ZNF674-AS1,WNK3,NUDT17
5653,RP13-516M14.4,HIST2H2BE,SERPINB2,NUP133,PHLDB1,AC008440.5,RP11-265P11.2,RUSC1-AS1
5654,CEPT1,RPL34-AS1,GRIK4,GRAMD4,FAM83G,SLIRP,PHLDB1,NDUFB2-AS1
5655,NCK1,STXBP5,RANBP17,NR2C2,SOX12,SCML1,AASS,ZNF282
5656,RP11-403I13.4,C22orf43,CEP55,ZFP30,RP11-89F3.2,RNF123,ACSL6,AC006129.4
5657,DDX18,RP11-560J1.2,RP1-151F17.1,DGKQ,FOXD2,MSL3,RP11-290D2.3,RP11-973H7.4
5658,METTL2A,RIMS3,RP11-81A22.5,RP11-262H14.4,AC008174.3,TRAM2,AGAP1,ZSCAN5A
5659,SVIL,ACVR1C,NBEAL2,MYO1C,RP11-60I3.5,CMTM4,ADAM22,RP11-166P13.4
5660,BZW2,ZNF223-1,DNAJC28,RP11-425D10.10,ZFP2,KB-1507C5.2,PARK2,FBXL16
5661,ROBO3,PIWIL1,PKD2L1,RCL1,CACNA1C,CTTNBP2NL,C19orf44,LATS2
5662,TUBGCP3,IQSEC2,CDON,RABL6,USP12-AS2,TPM2,YY2,CCDC157
5663,SNAPC1,C16orf46,BNC2,COMMD10,RP5-1042K10.10,KCTD21-AS1,CDK5R1,AL354822.1
5664,RP11-10C24.1,PSMD6-AS2,ABCC6,ITPR3,GPR63,ZNF181,DAB1,ROBO3
5665,ATP9A,KRT73,TMCC1-AS1,PARD6B,CBX8,KRT2,ABLIM2,HOXA-AS2
5666,CTD-3203P2.2,TRAIP,BHLHE40-AS1,TCF19,PRDM11,DARS2,RP1-224A6.3,SSH3
